room_id,hotel_name,priority,checkout_hour,assigned_staff,task_status,estimated_finish_hour
5558,PARKROYAL on Kitchener Road,Low,9,Alice,Pending,10
5562,PARKROYAL on Kitchener Road,Low,9,Bob,Pending,10
5592,PARKROYAL on Kitchener Road,Low,9,Charlie,Pending,10
5664,PARKROYAL on Kitchener Road,Low,9,David,Pending,10
5669,PARKROYAL on Kitchener Road,Low,9,Emma,Pending,10
5682,PARKROYAL on Kitchener Road,Low,9,Frank,Pending,10
5687,PARKROYAL on Kitchener Road,Low,9,Grace,Pending,10
5694,PARKROYAL on Kitchener Road,Low,9,Henry,Pending,10
5698,PARKROYAL on Kitchener Road,Low,9,Ivy,Pending,10
5777,PARKROYAL on Kitchener Road,Low,9,Jack,Pending,10
5793,PARKROYAL on Kitchener Road,Low,9,Alice,Pending,10
6000,PARKROYAL on Kitchener Road,Low,9,Bob,Pending,10
6044,PARKROYAL on Kitchener Road,Low,9,Charlie,Pending,10
6057,PARKROYAL on Kitchener Road,Low,9,David,Pending,10
6070,PARKROYAL on Kitchener Road,Low,9,Emma,Pending,10
6092,PARKROYAL on Kitchener Road,Low,9,Frank,Pending,10
6121,PARKROYAL on Kitchener Road,Low,9,Grace,Pending,10
6142,PARKROYAL on Kitchener Road,Low,9,Henry,Pending,10
6289,PARKROYAL on Kitchener Road,Low,9,Ivy,Pending,10
6298,PARKROYAL on Kitchener Road,Low,9,Jack,Pending,10
6320,PARKROYAL on Kitchener Road,Low,9,Alice,Pending,10
6331,PARKROYAL on Kitchener Road,Low,9,Bob,Pending,10
6351,PARKROYAL on Kitchener Road,Low,9,Charlie,Pending,10
6376,PARKROYAL on Kitchener Road,Low,9,David,Pending,10
6413,Ramada Singapore At Zhongshan Park,Low,9,Emma,Pending,10
6431,Ramada Singapore At Zhongshan Park,Low,9,Frank,Pending,10
6471,Ramada Singapore At Zhongshan Park,Low,9,Grace,Pending,10
6478,Ramada Singapore At Zhongshan Park,Low,9,Henry,Pending,10
6482,Ramada Singapore At Zhongshan Park,Low,9,Ivy,Pending,10
6523,Ramada Singapore At Zhongshan Park,Low,9,Jack,Pending,10
6618,Ramada Singapore At Zhongshan Park,Low,9,Alice,Pending,10
6648,Ramada Singapore At Zhongshan Park,Low,9,Bob,Pending,10
6689,Ramada Singapore At Zhongshan Park,Low,9,Charlie,Pending,10
6723,Ramada Singapore At Zhongshan Park,Low,9,David,Pending,10
6724,Ramada Singapore At Zhongshan Park,Low,9,Emma,Pending,10
6738,Ramada Singapore At Zhongshan Park,Low,9,Frank,Pending,10
6790,Ramada Singapore At Zhongshan Park,Low,9,Grace,Pending,10
6870,The St. Regis Singapore,Low,9,Henry,Pending,10
6967,The St. Regis Singapore,Low,9,Ivy,Pending,10
6971,The St. Regis Singapore,Low,9,Jack,Pending,10
6993,The St. Regis Singapore,Low,9,Alice,Pending,10
1044,InterContinental Singapore,Low,10,Bob,Pending,11
1113,InterContinental Singapore,Low,10,Charlie,Pending,11
1147,InterContinental Singapore,Low,10,David,Pending,11
1282,InterContinental Singapore,Low,10,Emma,Pending,11
1361,InterContinental Singapore,Low,10,Frank,Pending,11
1562,PARKROYAL on Kitchener Road,Low,10,Grace,Pending,11
1620,PARKROYAL on Kitchener Road,Low,10,Henry,Pending,11
1759,PARKROYAL on Kitchener Road,Low,10,Ivy,Pending,11
2220,Ramada Singapore At Zhongshan Park,Low,10,Jack,Pending,11
2263,Ramada Singapore At Zhongshan Park,Low,10,Alice,Pending,11
2367,The St. Regis Singapore,Low,10,Bob,Pending,11
2391,The St. Regis Singapore,Low,10,Charlie,Pending,11
2430,The St. Regis Singapore,Low,10,David,Pending,11
2434,The St. Regis Singapore,Low,10,Emma,Pending,11
2504,The St. Regis Singapore,Low,10,Frank,Pending,11
2763,Sunway Resort Hotel Spa,Low,10,Grace,Pending,11
2876,Sunway Resort Hotel Spa,Low,10,Henry,Pending,11
2884,Sunway Resort Hotel Spa,Low,10,Ivy,Pending,11
2947,InterContinental Singapore,Low,10,Jack,Pending,11
3095,InterContinental Singapore,Low,10,Alice,Pending,11
3148,InterContinental Singapore,Low,10,Bob,Pending,11
3166,InterContinental Singapore,Low,10,Charlie,Pending,11
3377,InterContinental Singapore,Low,10,David,Pending,11
3383,InterContinental Singapore,Low,10,Emma,Pending,11
3393,InterContinental Singapore,Low,10,Frank,Pending,11
3400,InterContinental Singapore,Low,10,Grace,Pending,11
3429,InterContinental Singapore,Low,10,Henry,Pending,11
3434,InterContinental Singapore,Low,10,Ivy,Pending,11
3437,InterContinental Singapore,Low,10,Jack,Pending,11
3485,InterContinental Singapore,Low,10,Alice,Pending,11
3501,InterContinental Singapore,Low,10,Bob,Pending,11
3523,InterContinental Singapore,Low,10,Charlie,Pending,11
3572,InterContinental Singapore,Low,10,David,Pending,11
3575,InterContinental Singapore,Low,10,Emma,Pending,11
3580,InterContinental Singapore,Low,10,Frank,Pending,11
3591,InterContinental Singapore,Low,10,Grace,Pending,11
3607,InterContinental Singapore,Low,10,Henry,Pending,11
3635,InterContinental Singapore,Low,10,Ivy,Pending,11
3655,InterContinental Singapore,Low,10,Jack,Pending,11
3658,InterContinental Singapore,Low,10,Alice,Pending,11
3663,InterContinental Singapore,Low,10,Bob,Pending,11
3666,InterContinental Singapore,Low,10,Charlie,Pending,11
3673,InterContinental Singapore,Low,10,David,Pending,11
3675,InterContinental Singapore,Low,10,Emma,Pending,11
3722,InterContinental Singapore,Low,10,Frank,Pending,11
3745,InterContinental Singapore,Low,10,Grace,Pending,11
3769,InterContinental Singapore,Low,10,Henry,Pending,11
3800,InterContinental Singapore,Low,10,Ivy,Pending,11
3809,InterContinental Singapore,Low,10,Jack,Pending,11
3827,InterContinental Singapore,Low,10,Alice,Pending,11
3828,InterContinental Singapore,Low,10,Bob,Pending,11
3852,InterContinental Singapore,Low,10,Charlie,Pending,11
3997,InterContinental Singapore,Low,10,David,Pending,11
4025,InterContinental Singapore,Low,10,Emma,Pending,11
4060,InterContinental Singapore,Low,10,Frank,Pending,11
4066,InterContinental Singapore,Low,10,Grace,Pending,11
4081,InterContinental Singapore,Low,10,Henry,Pending,11
4128,InterContinental Singapore,Low,10,Ivy,Pending,11
4173,InterContinental Singapore,Low,10,Jack,Pending,11
4208,InterContinental Singapore,Low,10,Alice,Pending,11
4209,InterContinental Singapore,Low,10,Bob,Pending,11
4212,InterContinental Singapore,Low,10,Charlie,Pending,11
4220,InterContinental Singapore,Low,10,David,Pending,11
4258,InterContinental Singapore,Low,10,Emma,Pending,11
4263,InterContinental Singapore,Low,10,Frank,Pending,11
4275,InterContinental Singapore,Low,10,Grace,Pending,11
4298,InterContinental Singapore,Low,10,Henry,Pending,11
4312,InterContinental Singapore,Low,10,Ivy,Pending,11
4350,InterContinental Singapore,Low,10,Jack,Pending,11
4372,InterContinental Singapore,Low,10,Alice,Pending,11
4385,InterContinental Singapore,Low,10,Bob,Pending,11
4389,InterContinental Singapore,Low,10,Charlie,Pending,11
4409,InterContinental Singapore,Low,10,David,Pending,11
4416,InterContinental Singapore,Low,10,Emma,Pending,11
4427,InterContinental Singapore,Low,10,Frank,Pending,11
4455,InterContinental Singapore,Low,10,Grace,Pending,11
4471,InterContinental Singapore,Low,10,Henry,Pending,11
4496,InterContinental Singapore,Low,10,Ivy,Pending,11
4500,InterContinental Singapore,Low,10,Jack,Pending,11
4511,InterContinental Singapore,Low,10,Alice,Pending,11
4517,InterContinental Singapore,Low,10,Bob,Pending,11
4553,InterContinental Singapore,Low,10,Charlie,Pending,11
4588,InterContinental Singapore,Low,10,David,Pending,11
4589,InterContinental Singapore,Low,10,Emma,Pending,11
4628,InterContinental Singapore,Low,10,Frank,Pending,11
4661,InterContinental Singapore,Low,10,Grace,Pending,11
4678,InterContinental Singapore,Low,10,Henry,Pending,11
4680,InterContinental Singapore,Low,10,Ivy,Pending,11
4681,InterContinental Singapore,Low,10,Jack,Pending,11
4722,InterContinental Singapore,Low,10,Alice,Pending,11
4748,InterContinental Singapore,Low,10,Bob,Pending,11
4818,InterContinental Singapore,Low,10,Charlie,Pending,11
4829,InterContinental Singapore,Low,10,David,Pending,11
4870,InterContinental Singapore,Low,10,Emma,Pending,11
4873,InterContinental Singapore,Low,10,Frank,Pending,11
4874,InterContinental Singapore,Low,10,Grace,Pending,11
4956,InterContinental Singapore,Low,10,Henry,Pending,11
4977,InterContinental Singapore,Low,10,Ivy,Pending,11
4990,Hotel Jen Tanglin Singapore,Low,10,Jack,Pending,11
5008,Hotel Jen Tanglin Singapore,Low,10,Alice,Pending,11
5022,Hotel Jen Tanglin Singapore,Low,10,Bob,Pending,11
5023,Hotel Jen Tanglin Singapore,Low,10,Charlie,Pending,11
5036,Hotel Jen Tanglin Singapore,Low,10,David,Pending,11
5052,Hotel Jen Tanglin Singapore,Low,10,Emma,Pending,11
5068,Hotel Jen Tanglin Singapore,Low,10,Frank,Pending,11
5084,Hotel Jen Tanglin Singapore,Low,10,Grace,Pending,11
5132,PARKROYAL on Kitchener Road,Low,10,Henry,Pending,11
5166,PARKROYAL on Kitchener Road,Low,10,Ivy,Pending,11
5209,PARKROYAL on Kitchener Road,Low,10,Jack,Pending,11
5250,PARKROYAL on Kitchener Road,Low,10,Alice,Pending,11
5284,PARKROYAL on Kitchener Road,Low,10,Bob,Pending,11
5290,PARKROYAL on Kitchener Road,Low,10,Charlie,Pending,11
5293,PARKROYAL on Kitchener Road,Low,10,David,Pending,11
5312,PARKROYAL on Kitchener Road,Low,10,Emma,Pending,11
5322,PARKROYAL on Kitchener Road,Low,10,Frank,Pending,11
5326,PARKROYAL on Kitchener Road,Low,10,Grace,Pending,11
5335,PARKROYAL on Kitchener Road,Low,10,Henry,Pending,11
5351,PARKROYAL on Kitchener Road,Low,10,Ivy,Pending,11
5362,PARKROYAL on Kitchener Road,Low,10,Jack,Pending,11
5373,PARKROYAL on Kitchener Road,Low,10,Alice,Pending,11
5374,PARKROYAL on Kitchener Road,Low,10,Bob,Pending,11
5401,PARKROYAL on Kitchener Road,Low,10,Charlie,Pending,11
5402,PARKROYAL on Kitchener Road,Low,10,David,Pending,11
5430,PARKROYAL on Kitchener Road,Low,10,Emma,Pending,11
5469,PARKROYAL on Kitchener Road,Low,10,Frank,Pending,11
5490,PARKROYAL on Kitchener Road,Low,10,Grace,Pending,11
5497,PARKROYAL on Kitchener Road,Low,10,Henry,Pending,11
5502,PARKROYAL on Kitchener Road,Low,10,Ivy,Pending,11
5612,PARKROYAL on Kitchener Road,Low,10,Jack,Pending,11
5652,PARKROYAL on Kitchener Road,Low,10,Alice,Pending,11
5668,PARKROYAL on Kitchener Road,Low,10,Bob,Pending,11
5734,PARKROYAL on Kitchener Road,Low,10,Charlie,Pending,11
5784,PARKROYAL on Kitchener Road,Low,10,David,Pending,11
5822,PARKROYAL on Kitchener Road,Low,10,Emma,Pending,11
5831,PARKROYAL on Kitchener Road,Low,10,Frank,Pending,11
5845,PARKROYAL on Kitchener Road,Low,10,Grace,Pending,11
5851,PARKROYAL on Kitchener Road,Low,10,Henry,Pending,11
5879,PARKROYAL on Kitchener Road,Low,10,Ivy,Pending,11
5888,PARKROYAL on Kitchener Road,Low,10,Jack,Pending,11
5961,PARKROYAL on Kitchener Road,Low,10,Alice,Pending,11
6007,PARKROYAL on Kitchener Road,Low,10,Bob,Pending,11
6085,PARKROYAL on Kitchener Road,Low,10,Charlie,Pending,11
6172,PARKROYAL on Kitchener Road,Low,10,David,Pending,11
6235,PARKROYAL on Kitchener Road,Low,10,Emma,Pending,11
6305,PARKROYAL on Kitchener Road,Low,10,Frank,Pending,11
6349,PARKROYAL on Kitchener Road,Low,10,Grace,Pending,11
6356,PARKROYAL on Kitchener Road,Low,10,Henry,Pending,11
6418,Ramada Singapore At Zhongshan Park,Low,10,Ivy,Pending,11
6467,Ramada Singapore At Zhongshan Park,Low,10,Jack,Pending,11
6472,Ramada Singapore At Zhongshan Park,Low,10,Alice,Pending,11
6473,Ramada Singapore At Zhongshan Park,Low,10,Bob,Pending,11
6479,Ramada Singapore At Zhongshan Park,Low,10,Charlie,Pending,11
6508,Ramada Singapore At Zhongshan Park,Low,10,David,Pending,11
6516,Ramada Singapore At Zhongshan Park,Low,10,Emma,Pending,11
6524,Ramada Singapore At Zhongshan Park,Low,10,Frank,Pending,11
6557,Ramada Singapore At Zhongshan Park,Low,10,Grace,Pending,11
6558,Ramada Singapore At Zhongshan Park,Low,10,Henry,Pending,11
6625,Ramada Singapore At Zhongshan Park,Low,10,Ivy,Pending,11
6726,Ramada Singapore At Zhongshan Park,Low,10,Jack,Pending,11
6775,Ramada Singapore At Zhongshan Park,Low,10,Alice,Pending,11
6788,Ramada Singapore At Zhongshan Park,Low,10,Bob,Pending,11
6868,The St. Regis Singapore,Low,10,Charlie,Pending,11
6878,The St. Regis Singapore,Low,10,David,Pending,11
6972,The St. Regis Singapore,Low,10,Emma,Pending,11
6987,The St. Regis Singapore,Low,10,Frank,Pending,11
7002,The St. Regis Singapore,Low,10,Grace,Pending,11
7007,The St. Regis Singapore,Low,10,Henry,Pending,11
1172,InterContinental Singapore,Low,11,Ivy,Pending,12
1203,InterContinental Singapore,Low,11,Jack,Pending,12
1298,InterContinental Singapore,Low,11,Alice,Pending,12
1408,InterContinental Singapore,Low,11,Bob,Pending,12
1852,PARKROYAL on Kitchener Road,Low,11,Charlie,Pending,12
2327,Ramada Singapore At Zhongshan Park,Low,11,David,Pending,12
2337,Ramada Singapore At Zhongshan Park,Low,11,Emma,Pending,12
2344,The St. Regis Singapore,Low,11,Frank,Pending,12
2377,The St. Regis Singapore,Low,11,Grace,Pending,12
2395,The St. Regis Singapore,Low,11,Henry,Pending,12
2406,The St. Regis Singapore,Low,11,Ivy,Pending,12
2545,The St. Regis Singapore,Low,11,Jack,Pending,12
2894,Sunway Resort Hotel Spa,Low,11,Alice,Pending,12
2914,Sunway Resort Hotel Spa,Low,11,Bob,Pending,12
2931,InterContinental Singapore,Low,11,Charlie,Pending,12
3263,InterContinental Singapore,Low,11,David,Pending,12
3312,InterContinental Singapore,Low,11,Emma,Pending,12
3348,InterContinental Singapore,Low,11,Frank,Pending,12
3404,InterContinental Singapore,Low,11,Grace,Pending,12
3441,InterContinental Singapore,Low,11,Henry,Pending,12
3478,InterContinental Singapore,Low,11,Ivy,Pending,12
3549,InterContinental Singapore,Low,11,Jack,Pending,12
3557,InterContinental Singapore,Low,11,Alice,Pending,12
3570,InterContinental Singapore,Low,11,Bob,Pending,12
3639,InterContinental Singapore,Low,11,Charlie,Pending,12
3677,InterContinental Singapore,Low,11,David,Pending,12
3734,InterContinental Singapore,Low,11,Emma,Pending,12
3812,InterContinental Singapore,Low,11,Frank,Pending,12
3817,InterContinental Singapore,Low,11,Grace,Pending,12
3879,InterContinental Singapore,Low,11,Henry,Pending,12
3880,InterContinental Singapore,Low,11,Ivy,Pending,12
3924,InterContinental Singapore,Low,11,Jack,Pending,12
3933,InterContinental Singapore,Low,11,Alice,Pending,12
3981,InterContinental Singapore,Low,11,Bob,Pending,12
4016,InterContinental Singapore,Low,11,Charlie,Pending,12
4026,InterContinental Singapore,Low,11,David,Pending,12
4034,InterContinental Singapore,Low,11,Emma,Pending,12
4103,InterContinental Singapore,Low,11,Frank,Pending,12
4112,InterContinental Singapore,Low,11,Grace,Pending,12
4121,InterContinental Singapore,Low,11,Henry,Pending,12
4199,InterContinental Singapore,Low,11,Ivy,Pending,12
4216,InterContinental Singapore,Low,11,Jack,Pending,12
4305,InterContinental Singapore,Low,11,Alice,Pending,12
4327,InterContinental Singapore,Low,11,Bob,Pending,12
4331,InterContinental Singapore,Low,11,Charlie,Pending,12
4339,InterContinental Singapore,Low,11,David,Pending,12
4392,InterContinental Singapore,Low,11,Emma,Pending,12
4429,InterContinental Singapore,Low,11,Frank,Pending,12
4476,InterContinental Singapore,Low,11,Grace,Pending,12
4493,InterContinental Singapore,Low,11,Henry,Pending,12
4506,InterContinental Singapore,Low,11,Ivy,Pending,12
4510,InterContinental Singapore,Low,11,Jack,Pending,12
4564,InterContinental Singapore,Low,11,Alice,Pending,12
4570,InterContinental Singapore,Low,11,Bob,Pending,12
4577,InterContinental Singapore,Low,11,Charlie,Pending,12
4607,InterContinental Singapore,Low,11,David,Pending,12
4620,InterContinental Singapore,Low,11,Emma,Pending,12
4666,InterContinental Singapore,Low,11,Frank,Pending,12
4758,InterContinental Singapore,Low,11,Grace,Pending,12
4761,InterContinental Singapore,Low,11,Henry,Pending,12
4773,InterContinental Singapore,Low,11,Ivy,Pending,12
4817,InterContinental Singapore,Low,11,Jack,Pending,12
4822,InterContinental Singapore,Low,11,Alice,Pending,12
4828,InterContinental Singapore,Low,11,Bob,Pending,12
4842,InterContinental Singapore,Low,11,Charlie,Pending,12
4883,InterContinental Singapore,Low,11,David,Pending,12
4912,InterContinental Singapore,Low,11,Emma,Pending,12
4933,InterContinental Singapore,Low,11,Frank,Pending,12
4998,Hotel Jen Tanglin Singapore,Low,11,Grace,Pending,12
5028,Hotel Jen Tanglin Singapore,Low,11,Henry,Pending,12
5031,Hotel Jen Tanglin Singapore,Low,11,Ivy,Pending,12
5066,Hotel Jen Tanglin Singapore,Low,11,Jack,Pending,12
5074,Hotel Jen Tanglin Singapore,Low,11,Alice,Pending,12
5104,PARKROYAL on Kitchener Road,Low,11,Bob,Pending,12
5108,PARKROYAL on Kitchener Road,Low,11,Charlie,Pending,12
5150,PARKROYAL on Kitchener Road,Low,11,David,Pending,12
5200,PARKROYAL on Kitchener Road,Low,11,Emma,Pending,12
5201,PARKROYAL on Kitchener Road,Low,11,Frank,Pending,12
5227,PARKROYAL on Kitchener Road,Low,11,Grace,Pending,12
5246,PARKROYAL on Kitchener Road,Low,11,Henry,Pending,12
5271,PARKROYAL on Kitchener Road,Low,11,Ivy,Pending,12
5273,PARKROYAL on Kitchener Road,Low,11,Jack,Pending,12
5301,PARKROYAL on Kitchener Road,Low,11,Alice,Pending,12
5367,PARKROYAL on Kitchener Road,Low,11,Bob,Pending,12
5379,PARKROYAL on Kitchener Road,Low,11,Charlie,Pending,12
5426,PARKROYAL on Kitchener Road,Low,11,David,Pending,12
5448,PARKROYAL on Kitchener Road,Low,11,Emma,Pending,12
5456,PARKROYAL on Kitchener Road,Low,11,Frank,Pending,12
5480,PARKROYAL on Kitchener Road,Low,11,Grace,Pending,12
5493,PARKROYAL on Kitchener Road,Low,11,Henry,Pending,12
5515,PARKROYAL on Kitchener Road,Low,11,Ivy,Pending,12
5563,PARKROYAL on Kitchener Road,Low,11,Jack,Pending,12
5577,PARKROYAL on Kitchener Road,Low,11,Alice,Pending,12
5634,PARKROYAL on Kitchener Road,Low,11,Bob,Pending,12
5677,PARKROYAL on Kitchener Road,Low,11,Charlie,Pending,12
5681,PARKROYAL on Kitchener Road,Low,11,David,Pending,12
5684,PARKROYAL on Kitchener Road,Low,11,Emma,Pending,12
5807,PARKROYAL on Kitchener Road,Low,11,Frank,Pending,12
5869,PARKROYAL on Kitchener Road,Low,11,Grace,Pending,12
5889,PARKROYAL on Kitchener Road,Low,11,Henry,Pending,12
5892,PARKROYAL on Kitchener Road,Low,11,Ivy,Pending,12
5893,PARKROYAL on Kitchener Road,Low,11,Jack,Pending,12
5898,PARKROYAL on Kitchener Road,Low,11,Alice,Pending,12
5902,PARKROYAL on Kitchener Road,Low,11,Bob,Pending,12
5914,PARKROYAL on Kitchener Road,Low,11,Charlie,Pending,12
6024,PARKROYAL on Kitchener Road,Low,11,David,Pending,12
6033,PARKROYAL on Kitchener Road,Low,11,Emma,Pending,12
6136,PARKROYAL on Kitchener Road,Low,11,Frank,Pending,12
6187,PARKROYAL on Kitchener Road,Low,11,Grace,Pending,12
6226,PARKROYAL on Kitchener Road,Low,11,Henry,Pending,12
6257,PARKROYAL on Kitchener Road,Low,11,Ivy,Pending,12
6262,PARKROYAL on Kitchener Road,Low,11,Jack,Pending,12
6270,PARKROYAL on Kitchener Road,Low,11,Alice,Pending,12
6272,PARKROYAL on Kitchener Road,Low,11,Bob,Pending,12
6283,PARKROYAL on Kitchener Road,Low,11,Charlie,Pending,12
6370,PARKROYAL on Kitchener Road,Low,11,David,Pending,12
6509,Ramada Singapore At Zhongshan Park,Low,11,Emma,Pending,12
6541,Ramada Singapore At Zhongshan Park,Low,11,Frank,Pending,12
6560,Ramada Singapore At Zhongshan Park,Low,11,Grace,Pending,12
6583,Ramada Singapore At Zhongshan Park,Low,11,Henry,Pending,12
6673,Ramada Singapore At Zhongshan Park,Low,11,Ivy,Pending,12
6685,Ramada Singapore At Zhongshan Park,Low,11,Jack,Pending,12
6752,Ramada Singapore At Zhongshan Park,Low,11,Alice,Pending,12
6782,Ramada Singapore At Zhongshan Park,Low,11,Bob,Pending,12
6826,Ramada Singapore At Zhongshan Park,Low,11,Charlie,Pending,12
6832,Ramada Singapore At Zhongshan Park,Low,11,David,Pending,12
6851,The St. Regis Singapore,Low,11,Emma,Pending,12
6931,The St. Regis Singapore,Low,11,Frank,Pending,12
6965,The St. Regis Singapore,Low,11,Grace,Pending,12
7000,The St. Regis Singapore,Low,11,Henry,Pending,12
